Sample alias,EPI_ISL_ID,EPI_SET_ID,Lineage group,Sample collection date
hCoV-19/Denmark/DCGC-116482/2021,EPI_ISL_2669536,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116485/2021,EPI_ISL_2669538,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116490/2021,EPI_ISL_3074940,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116506/2021,EPI_ISL_2669551,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116510/2021,EPI_ISL_2669555,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116534/2021,EPI_ISL_3074945,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116535/2021,EPI_ISL_2669571,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116536/2021,EPI_ISL_2669572,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116541/2021,EPI_ISL_2669576,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116545/2021,EPI_ISL_2669580,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116553/2021,EPI_ISL_2669585,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116554/2021,EPI_ISL_2669586,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116555/2021,EPI_ISL_2669587,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116560/2021,EPI_ISL_2669591,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116568/2021,EPI_ISL_2669597,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116574/2021,EPI_ISL_2669601,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116581/2021,EPI_ISL_2669607,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116590/2021,EPI_ISL_2669613,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116591/2021,EPI_ISL_2669614,EPI_SET_230103zt,Delta,2021-06-07
hCoV-19/Denmark/DCGC-116595/2021,EPI_ISL_2669617,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116612/2021,EPI_ISL_2669629,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116615/2021,EPI_ISL_2669631,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116627/2021,EPI_ISL_2669642,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116629/2021,EPI_ISL_2669644,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116635/2021,EPI_ISL_3074958,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116641/2021,EPI_ISL_2669652,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116644/2021,EPI_ISL_2669655,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116646/2021,EPI_ISL_2669656,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116651/2021,EPI_ISL_2669659,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116656/2021,EPI_ISL_2669664,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116665/2021,EPI_ISL_3074963,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116667/2021,EPI_ISL_2669672,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116669/2021,EPI_ISL_2669674,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116672/2021,EPI_ISL_2669677,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116681/2021,EPI_ISL_3074965,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116682/2021,EPI_ISL_2669682,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116689/2021,EPI_ISL_2669688,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116692/2021,EPI_ISL_2669691,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116715/2021,EPI_ISL_3074970,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116723/2021,EPI_ISL_2669712,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116727/2021,EPI_ISL_2669715,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-116728/2021,EPI_ISL_2669716,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116735/2021,EPI_ISL_3074971,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116739/2021,EPI_ISL_2669723,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116740/2021,EPI_ISL_2669724,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116743/2021,EPI_ISL_3074972,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-116744/2021,EPI_ISL_4256895,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-116751/2021,EPI_ISL_3074973,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116757/2021,EPI_ISL_2669736,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116759/2021,EPI_ISL_2669738,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116766/2021,EPI_ISL_2669742,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116767/2021,EPI_ISL_2669743,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116772/2021,EPI_ISL_2669746,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116781/2021,EPI_ISL_2669751,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116803/2021,EPI_ISL_3074979,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116805/2021,EPI_ISL_3074980,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116807/2021,EPI_ISL_3074981,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116814/2021,EPI_ISL_2669773,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116820/2021,EPI_ISL_2669778,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116821/2021,EPI_ISL_2669779,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116824/2021,EPI_ISL_2669780,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116827/2021,EPI_ISL_3074984,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116830/2021,EPI_ISL_3074985,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116832/2021,EPI_ISL_2669784,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116848/2021,EPI_ISL_2669796,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116857/2021,EPI_ISL_3074986,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-116865/2021,EPI_ISL_2669807,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116878/2021,EPI_ISL_3074991,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116883/2021,EPI_ISL_2669819,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116886/2021,EPI_ISL_2669821,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116888/2021,EPI_ISL_2669823,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116890/2021,EPI_ISL_2669824,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116895/2021,EPI_ISL_3074995,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116897/2021,EPI_ISL_3074996,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116900/2021,EPI_ISL_2669827,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116901/2021,EPI_ISL_2669828,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116913/2021,EPI_ISL_3074999,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116914/2021,EPI_ISL_2669836,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116916/2021,EPI_ISL_2669838,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116919/2021,EPI_ISL_2669841,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116924/2021,EPI_ISL_3075000,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116926/2021,EPI_ISL_2669846,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116930/2021,EPI_ISL_2669848,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116934/2021,EPI_ISL_2669851,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116938/2021,EPI_ISL_2669854,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116942/2021,EPI_ISL_2669856,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116952/2021,EPI_ISL_2669862,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116960/2021,EPI_ISL_2669869,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116962/2021,EPI_ISL_3075007,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116963/2021,EPI_ISL_3075008,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116972/2021,EPI_ISL_2669875,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116973/2021,EPI_ISL_3075009,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116979/2021,EPI_ISL_2669881,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116983/2021,EPI_ISL_2669884,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-116991/2021,EPI_ISL_3075010,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-116992/2021,EPI_ISL_3075011,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-116996/2021,EPI_ISL_2669894,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117000/2021,EPI_ISL_2669898,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117013/2021,EPI_ISL_2669909,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117016/2021,EPI_ISL_3075013,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117046/2021,EPI_ISL_3075018,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117048/2021,EPI_ISL_2669934,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117050/2021,EPI_ISL_2669935,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117054/2021,EPI_ISL_2669938,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117061/2021,EPI_ISL_2669943,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117062/2021,EPI_ISL_2669944,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117063/2021,EPI_ISL_3075021,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117074/2021,EPI_ISL_2669952,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117077/2021,EPI_ISL_2669955,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117080/2021,EPI_ISL_2669957,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117081/2021,EPI_ISL_2669958,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117083/2021,EPI_ISL_2669960,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117094/2021,EPI_ISL_2669968,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117106/2021,EPI_ISL_2669977,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117111/2021,EPI_ISL_2669981,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117125/2021,EPI_ISL_3075025,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117129/2021,EPI_ISL_2669993,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117136/2021,EPI_ISL_2669998,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117139/2021,EPI_ISL_3075029,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117143/2021,EPI_ISL_2670002,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117150/2021,EPI_ISL_3075033,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117163/2021,EPI_ISL_3075036,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117168/2021,EPI_ISL_2670013,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117182/2021,EPI_ISL_3075039,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-117193/2021,EPI_ISL_3075040,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117199/2021,EPI_ISL_3075042,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117203/2021,EPI_ISL_2670037,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117211/2021,EPI_ISL_2670040,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117219/2021,EPI_ISL_3075044,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117222/2021,EPI_ISL_2670047,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117228/2021,EPI_ISL_2670052,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117237/2021,EPI_ISL_3075046,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117241/2021,EPI_ISL_2670063,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117244/2021,EPI_ISL_2670065,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117248/2021,EPI_ISL_2670068,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117250/2021,EPI_ISL_2670070,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117254/2021,EPI_ISL_2670072,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117256/2021,EPI_ISL_2670074,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117257/2021,EPI_ISL_2670075,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117289/2021,EPI_ISL_3075053,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117292/2021,EPI_ISL_3075055,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117295/2021,EPI_ISL_2670098,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117297/2021,EPI_ISL_2670099,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117300/2021,EPI_ISL_2670101,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117303/2021,EPI_ISL_2670104,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117314/2021,EPI_ISL_2670111,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117319/2021,EPI_ISL_2670116,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117320/2021,EPI_ISL_2670117,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117330/2021,EPI_ISL_2670124,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117337/2021,EPI_ISL_3075059,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117338/2021,EPI_ISL_2670131,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117339/2021,EPI_ISL_3075060,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117342/2021,EPI_ISL_3075061,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117353/2021,EPI_ISL_2670140,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117354/2021,EPI_ISL_2670141,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117366/2021,EPI_ISL_3075064,EPI_SET_230103mu,Alpha,2021-06-14
hCoV-19/Denmark/DCGC-117370/2021,EPI_ISL_2670152,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117377/2021,EPI_ISL_2670155,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117378/2021,EPI_ISL_3075066,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117400/2021,EPI_ISL_2670174,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117408/2021,EPI_ISL_2670181,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117409/2021,EPI_ISL_3075068,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117410/2021,EPI_ISL_3075069,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117412/2021,EPI_ISL_2670182,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117428/2021,EPI_ISL_2670192,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117432/2021,EPI_ISL_2670195,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117441/2021,EPI_ISL_3075072,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117464/2021,EPI_ISL_2670220,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117466/2021,EPI_ISL_2670222,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117468/2021,EPI_ISL_2670224,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117470/2021,EPI_ISL_2670225,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117483/2021,EPI_ISL_3075079,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117486/2021,EPI_ISL_3075080,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117499/2021,EPI_ISL_2670245,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117500/2021,EPI_ISL_2670246,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117517/2021,EPI_ISL_2670255,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117524/2021,EPI_ISL_3075088,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117546/2021,EPI_ISL_2670273,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117547/2021,EPI_ISL_2670274,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117549/2021,EPI_ISL_2670276,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117552/2021,EPI_ISL_2670279,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117565/2021,EPI_ISL_2670290,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117576/2021,EPI_ISL_3075093,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117581/2021,EPI_ISL_2670301,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117590/2021,EPI_ISL_2670306,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117592/2021,EPI_ISL_3075095,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117597/2021,EPI_ISL_2670310,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117599/2021,EPI_ISL_2670312,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117600/2021,EPI_ISL_2670313,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117602/2021,EPI_ISL_2670314,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117603/2021,EPI_ISL_2670315,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117608/2021,EPI_ISL_2670320,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117612/2021,EPI_ISL_3075096,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117614/2021,EPI_ISL_2670324,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117625/2021,EPI_ISL_2670332,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117626/2021,EPI_ISL_3075100,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117629/2021,EPI_ISL_2670335,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117641/2021,EPI_ISL_2670343,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117645/2021,EPI_ISL_2670347,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117653/2021,EPI_ISL_2670353,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117656/2021,EPI_ISL_3075101,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117662/2021,EPI_ISL_2670361,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117664/2021,EPI_ISL_2670362,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117665/2021,EPI_ISL_2670363,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117674/2021,EPI_ISL_2670369,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117675/2021,EPI_ISL_2670370,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117677/2021,EPI_ISL_3075103,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117680/2021,EPI_ISL_3075104,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117681/2021,EPI_ISL_2670374,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117685/2021,EPI_ISL_2670377,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117689/2021,EPI_ISL_2670379,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117693/2021,EPI_ISL_2670382,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117694/2021,EPI_ISL_2670383,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117695/2021,EPI_ISL_2670384,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117702/2021,EPI_ISL_3075107,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117703/2021,EPI_ISL_3075108,EPI_SET_230103mu,Alpha,2021-05-24
hCoV-19/Denmark/DCGC-117714/2021,EPI_ISL_3075111,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117721/2021,EPI_ISL_3075112,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117729/2021,EPI_ISL_2670404,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117730/2021,EPI_ISL_2670405,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117732/2021,EPI_ISL_3075114,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117735/2021,EPI_ISL_2670408,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117737/2021,EPI_ISL_2670410,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117751/2021,EPI_ISL_2670422,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117759/2021,EPI_ISL_3075115,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117763/2021,EPI_ISL_2670432,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117769/2021,EPI_ISL_2670437,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117770/2021,EPI_ISL_2670438,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117775/2021,EPI_ISL_2670442,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117790/2021,EPI_ISL_2670452,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117792/2021,EPI_ISL_3075117,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117797/2021,EPI_ISL_2670457,EPI_SET_230103mu,Alpha,2021-06-07
hCoV-19/Denmark/DCGC-117804/2021,EPI_ISL_3075119,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117805/2021,EPI_ISL_2670463,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117808/2021,EPI_ISL_2670465,EPI_SET_230103mu,Alpha,2021-05-31
hCoV-19/Denmark/DCGC-117814/2021,EPI_ISL_3075120,EPI_SET_230103mu,Alpha,2021-05-31
